1253.75,0.00,-73.50 1253.75,0.00,-51.75 b 20
1258.25,0.00,-73.50 1258.25,0.00,-51.75 b 20
1269.75,0.00,-73.50 1269.75,0.00,-51.75 b 20
1274.25,0.00,-73.50 1274.25,0.00,-51.75 b 20
1278.75,0.00,-73.50 1278.75,0.00,-51.75 b 20
1283.25,0.00,-73.50 1283.25,0.00,-51.75 b 20
1287.75,0.00,-73.50 1287.75,0.00,-51.75 b 20
1292.25,0.00,-73.50 1292.25,0.00,-51.75 b 20
1303.75,0.00,-73.50 1303.75,0.00,-51.75 b 20
1308.25,0.00,-73.50 1308.25,0.00,-51.75 b 20
1312.75,0.00,-73.50 1312.75,0.00,-51.75 b 20
1317.25,0.00,-73.50 1317.25,0.00,-51.75 b 20
1321.75,0.00,-73.50 1321.75,0.00,-51.75 b 20
1326.25,0.00,-73.50 1326.25,0.00,-51.75 b 20
1337.75,0.00,-73.50 1337.75,0.00,-51.75 b 20
1342.25,0.00,-73.50 1342.25,0.00,-51.75 b 20
1346.75,0.00,-73.50 1346.75,0.00,-51.75 b 20
1351.25,0.00,-73.50 1351.25,0.00,-51.75 b 20
1355.75,0.00,-73.50 1355.75,0.00,-51.75 b 20
1360.25,0.00,-73.50 1360.25,0.00,-51.75 b 20
1371.75,0.00,-73.50 1371.75,0.00,-51.75 b 20
1376.25,0.00,-73.50 1376.25,0.00,-51.75 b 20
1380.75,0.00,-73.50 1380.75,0.00,-51.75 b 20
1385.25,0.00,-73.50 1385.25,0.00,-51.75 b 20
1389.75,0.00,-73.50 1389.75,0.00,-51.75 b 20
1394.25,0.00,-73.50 1394.25,0.00,-51.75 b 20
1405.75,0.00,-73.50 1405.75,0.00,-51.75 b 20
1410.25,0.00,-73.50 1410.25,0.00,-51.75 b 20
1414.75,0.00,-73.50 1414.75,0.00,-51.75 b 20
1419.25,0.00,-73.50 1419.25,0.00,-51.75 b 20
1423.75,0.00,-73.50 1423.75,0.00,-51.75 b 20
1428.25,0.00,-73.50 1428.25,0.00,-51.75 b 20
1439.75,0.00,-73.50 1439.75,0.00,-51.75 b 20
1444.25,0.00,-73.50 1444.25,0.00,-51.75 b 20
1448.75,0.00,-73.50 1448.75,0.00,-51.75 b 20
1453.25,0.00,-73.50 1453.25,0.00,-51.75 b 20
1457.75,0.00,-73.50 1457.75,0.00,-51.75 b 20
1462.25,0.00,-73.50 1462.25,0.00,-51.75 b 20
1473.75,0.00,-73.50 1473.75,0.00,-51.75 b 20
1478.25,0.00,-73.50 1478.25,0.00,-51.75 b 20
1482.75,0.00,-73.50 1482.75,0.00,-51.75 b 20
1487.25,0.00,-73.50 1487.25,0.00,-51.75 b 20
1491.75,0.00,-73.50 1491.75,0.00,-51.75 b 20
1496.25,0.00,-73.50 1496.25,0.00,-51.75 b 20
1507.75,0.00,-73.50 1507.75,0.00,-51.75 b 20
1512.25,0.00,-73.50 1512.25,0.00,-51.75 b 20
1516.75,0.00,-73.50 1516.75,0.00,-51.75 b 20
1521.25,0.00,-73.50 1521.25,0.00,-51.75 b 20
1525.75,0.00,-73.50 1525.75,0.00,-51.75 b 20
1530.25,0.00,-73.50 1530.25,0.00,-51.75 b 20
1541.75,0.00,-73.50 1541.75,0.00,-51.75 b 20
1546.25,0.00,-73.50 1546.25,0.00,-51.75 b 20
1550.75,0.00,-73.50 1550.75,0.00,-51.75 b 20
1555.25,0.00,-73.50 1555.25,0.00,-51.75 b 20
1559.75,0.00,-73.50 1559.75,0.00,-51.75 b 20
1564.25,0.00,-73.50 1564.25,0.00,-51.75 b 20
45.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
50.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
54.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
59.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
63.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
68.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
79.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
84.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
88.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
93.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
97.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
102.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
113.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
118.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
122.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
127.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
131.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
136.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
147.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
152.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
156.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
161.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
165.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
170.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
181.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
186.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
190.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
195.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
199.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
204.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
215.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
220.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
224.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
229.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
233.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
238.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
249.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
254.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
258.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
263.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
267.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
272.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
283.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
288.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
292.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
297.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
301.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
306.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
317.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
322.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
326.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
331.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
335.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
340.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
351.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
356.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
360.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
365.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
369.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
374.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
385.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
390.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
394.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
399.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
403.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
408.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
419.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
424.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
428.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
433.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
437.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
442.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
453.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
458.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
462.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
467.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
471.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
476.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
487.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
492.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
496.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
501.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
505.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
510.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
521.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
526.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
530.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
535.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
539.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
544.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
555.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
560.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
564.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
569.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
573.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
578.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
589.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
594.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
598.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
603.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
607.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
612.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
623.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
628.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
632.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
637.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
641.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
646.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
657.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
662.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
666.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
671.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
675.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
680.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
691.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
696.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
700.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
705.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
709.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
714.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
725.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
730.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
734.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
739.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
743.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
748.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
759.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
764.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
768.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
773.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
777.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
782.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
793.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
798.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
802.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
807.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
811.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
816.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
827.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
832.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
836.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
841.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
845.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
850.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
861.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
866.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
870.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
875.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
879.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
884.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
895.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
900.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
904.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
909.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
913.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
918.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
929.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
934.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
938.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
943.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
947.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
952.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
963.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
968.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
972.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
977.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
981.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
986.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
997.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1002.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1006.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1011.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1015.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1020.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1031.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1036.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1040.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1045.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1049.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1054.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1065.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1070.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1074.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1079.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1083.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1088.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1099.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1104.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1108.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1113.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1117.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1122.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1133.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1138.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1142.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1147.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1151.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1156.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1167.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1172.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1176.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1181.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1185.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1190.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1201.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1206.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1210.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1215.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1219.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1224.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1235.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1240.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1244.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1249.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1253.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1258.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1269.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1274.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1278.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1283.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1287.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1292.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1303.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1308.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1312.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1317.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1321.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1326.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1337.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1342.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1346.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1351.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1355.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1360.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1371.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1376.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1380.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1385.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1389.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1394.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1405.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1410.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1414.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1419.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1423.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1428.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1439.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1444.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1448.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1453.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1457.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1462.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1473.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1478.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1482.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1487.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1491.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1496.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1507.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1512.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1516.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1521.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1525.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1530.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1541.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1546.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1550.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1555.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
1559.75,0.00,-51.75 1604.25,0.00,-51.75 b 20
1564.25,0.00,-51.75 1604.25,0.00,-51.75 b 20
45.75,0.00,-51.75 45.75,0.00,-73.50 b 20
50.25,0.00,-51.75 50.25,0.00,-73.50 b 20
54.75,0.00,-51.75 54.75,0.00,-73.50 b 20
59.25,0.00,-51.75 59.25,0.00,-73.50 b 20
63.75,0.00,-51.75 63.75,0.00,-73.50 b 20
68.25,0.00,-51.75 68.25,0.00,-73.50 b 20
79.75,0.00,-51.75 79.75,0.00,-73.50 b 20
84.25,0.00,-51.75 84.25,0.00,-73.50 b 20
88.75,0.00,-51.75 88.75,0.00,-73.50 b 20
93.25,0.00,-51.75 93.25,0.00,-73.50 b 20
97.75,0.00,-51.75 97.75,0.00,-73.50 b 20
102.25,0.00,-51.75 102.25,0.00,-73.50 b 20
113.75,0.00,-51.75 113.75,0.00,-73.50 b 20
118.25,0.00,-51.75 118.25,0.00,-73.50 b 20
122.75,0.00,-51.75 122.75,0.00,-73.50 b 20
127.25,0.00,-51.75 127.25,0.00,-73.50 b 20
131.75,0.00,-51.75 131.75,0.00,-73.50 b 20
136.25,0.00,-51.75 136.25,0.00,-73.50 b 20
147.75,0.00,-51.75 147.75,0.00,-73.50 b 20
152.25,0.00,-51.75 152.25,0.00,-73.50 b 20
156.75,0.00,-51.75 156.75,0.00,-73.50 b 20
161.25,0.00,-51.75 161.25,0.00,-73.50 b 20
165.75,0.00,-51.75 165.75,0.00,-73.50 b 20
170.25,0.00,-51.75 170.25,0.00,-73.50 b 20
181.75,0.00,-51.75 181.75,0.00,-73.50 b 20
186.25,0.00,-51.75 186.25,0.00,-73.50 b 20
190.75,0.00,-51.75 190.75,0.00,-73.50 b 20
195.25,0.00,-51.75 195.25,0.00,-73.50 b 20
199.75,0.00,-51.75 199.75,0.00,-73.50 b 20
204.25,0.00,-51.75 204.25,0.00,-73.50 b 20
215.75,0.00,-51.75 215.75,0.00,-73.50 b 20
220.25,0.00,-51.75 220.25,0.00,-73.50 b 20
224.75,0.00,-51.75 224.75,0.00,-73.50 b 20
229.25,0.00,-51.75 229.25,0.00,-73.50 b 20
233.75,0.00,-51.75 233.75,0.00,-73.50 b 20
238.25,0.00,-51.75 238.25,0.00,-73.50 b 20
249.75,0.00,-51.75 249.75,0.00,-73.50 b 20
254.25,0.00,-51.75 254.25,0.00,-73.50 b 20
258.75,0.00,-51.75 258.75,0.00,-73.50 b 20
263.25,0.00,-51.75 263.25,0.00,-73.50 b 20
267.75,0.00,-51.75 267.75,0.00,-73.50 b 20
272.25,0.00,-51.75 272.25,0.00,-73.50 b 20
283.75,0.00,-51.75 283.75,0.00,-73.50 b 20
288.25,0.00,-51.75 288.25,0.00,-73.50 b 20
292.75,0.00,-51.75 292.75,0.00,-73.50 b 20
297.25,0.00,-51.75 297.25,0.00,-73.50 b 20
301.75,0.00,-51.75 301.75,0.00,-73.50 b 20
306.25,0.00,-51.75 306.25,0.00,-73.50 b 20
317.75,0.00,-51.75 317.75,0.00,-73.50 b 20
322.25,0.00,-51.75 322.25,0.00,-73.50 b 20
326.75,0.00,-51.75 326.75,0.00,-73.50 b 20
331.25,0.00,-51.75 331.25,0.00,-73.50 b 20
335.75,0.00,-51.75 335.75,0.00,-73.50 b 20
340.25,0.00,-51.75 340.25,0.00,-73.50 b 20
351.75,0.00,-51.75 351.75,0.00,-73.50 b 20
356.25,0.00,-51.75 356.25,0.00,-73.50 b 20
360.75,0.00,-51.75 360.75,0.00,-73.50 b 20
365.25,0.00,-51.75 365.25,0.00,-73.50 b 20
369.75,0.00,-51.75 369.75,0.00,-73.50 b 20
374.25,0.00,-51.75 374.25,0.00,-73.50 b 20
385.75,0.00,-51.75 385.75,0.00,-73.50 b 20
390.25,0.00,-51.75 390.25,0.00,-73.50 b 20
394.75,0.00,-51.75 394.75,0.00,-73.50 b 20
399.25,0.00,-51.75 399.25,0.00,-73.50 b 20
403.75,0.00,-51.75 403.75,0.00,-73.50 b 20
408.25,0.00,-51.75 408.25,0.00,-73.50 b 20
419.75,0.00,-51.75 419.75,0.00,-73.50 b 20
424.25,0.00,-51.75 424.25,0.00,-73.50 b 20
428.75,0.00,-51.75 428.75,0.00,-73.50 b 20
433.25,0.00,-51.75 433.25,0.00,-73.50 b 20
437.75,0.00,-51.75 437.75,0.00,-73.50 b 20
442.25,0.00,-51.75 442.25,0.00,-73.50 b 20
453.75,0.00,-51.75 453.75,0.00,-73.50 b 20
458.25,0.00,-51.75 458.25,0.00,-73.50 b 20
462.75,0.00,-51.75 462.75,0.00,-73.50 b 20
467.25,0.00,-51.75 467.25,0.00,-73.50 b 20
471.75,0.00,-51.75 471.75,0.00,-73.50 b 20
476.25,0.00,-51.75 476.25,0.00,-73.50 b 20
487.75,0.00,-51.75 487.75,0.00,-73.50 b 20
492.25,0.00,-51.75 492.25,0.00,-73.50 b 20
496.75,0.00,-51.75 496.75,0.00,-73.50 b 20
501.25,0.00,-51.75 501.25,0.00,-73.50 b 20
505.75,0.00,-51.75 505.75,0.00,-73.50 b 20
510.25,0.00,-51.75 510.25,0.00,-73.50 b 20
521.75,0.00,-51.75 521.75,0.00,-73.50 b 20
526.25,0.00,-51.75 526.25,0.00,-73.50 b 20
530.75,0.00,-51.75 530.75,0.00,-73.50 b 20
535.25,0.00,-51.75 535.25,0.00,-73.50 b 20
539.75,0.00,-51.75 539.75,0.00,-73.50 b 20
544.25,0.00,-51.75 544.25,0.00,-73.50 b 20
555.75,0.00,-51.75 555.75,0.00,-73.50 b 20
560.25,0.00,-51.75 560.25,0.00,-73.50 b 20
564.75,0.00,-51.75 564.75,0.00,-73.50 b 20
569.25,0.00,-51.75 569.25,0.00,-73.50 b 20
573.75,0.00,-51.75 573.75,0.00,-73.50 b 20
578.25,0.00,-51.75 578.25,0.00,-73.50 b 20
589.75,0.00,-51.75 589.75,0.00,-73.50 b 20
594.25,0.00,-51.75 594.25,0.00,-73.50 b 20
598.75,0.00,-51.75 598.75,0.00,-73.50 b 20
603.25,0.00,-51.75 603.25,0.00,-73.50 b 20
607.75,0.00,-51.75 607.75,0.00,-73.50 b 20
612.25,0.00,-51.75 612.25,0.00,-73.50 b 20
623.75,0.00,-51.75 623.75,0.00,-73.50 b 20
628.25,0.00,-51.75 628.25,0.00,-73.50 b 20
632.75,0.00,-51.75 632.75,0.00,-73.50 b 20
637.25,0.00,-51.75 637.25,0.00,-73.50 b 20
641.75,0.00,-51.75 641.75,0.00,-73.50 b 20
646.25,0.00,-51.75 646.25,0.00,-73.50 b 20
657.75,0.00,-51.75 657.75,0.00,-73.50 b 20
662.25,0.00,-51.75 662.25,0.00,-73.50 b 20
666.75,0.00,-51.75 666.75,0.00,-73.50 b 20
671.25,0.00,-51.75 671.25,0.00,-73.50 b 20
675.75,0.00,-51.75 675.75,0.00,-73.50 b 20
680.25,0.00,-51.75 680.25,0.00,-73.50 b 20
691.75,0.00,-51.75 691.75,0.00,-73.50 b 20
696.25,0.00,-51.75 696.25,0.00,-73.50 b 20
700.75,0.00,-51.75 700.75,0.00,-73.50 b 20
705.25,0.00,-51.75 705.25,0.00,-73.50 b 20
709.75,0.00,-51.75 709.75,0.00,-73.50 b 20
714.25,0.00,-51.75 714.25,0.00,-73.50 b 20
725.75,0.00,-51.75 725.75,0.00,-73.50 b 20
730.25,0.00,-51.75 730.25,0.00,-73.50 b 20
734.75,0.00,-51.75 734.75,0.00,-73.50 b 20
739.25,0.00,-51.75 739.25,0.00,-73.50 b 20
